coc_number,coc_name,year,overall_homeless,overall_homeless_individuals,overall_homeless_people_in_families,overall_homeless_family_households,overall_chronically_homeless_individuals,sheltered_es_homeless,sheltered_es_homeless_individuals,sheltered_es_homeless_people_in_families,sheltered_es_homeless_family_households,sheltered_th_homeless,sheltered_th_homeless_individuals,sheltered_th_homeless_people_in_families,sheltered_th_homeless_family_households,sheltered_total_homeless,sheltered_total_homeless_individuals,sheltered_total_homeless_people_in_families,sheltered_total_homeless_family_households,sheltered_total_chronically_homeless_individuals,unsheltered_homeless,unsheltered_homeless_individuals,unsheltered_homeless_people_in_families,unsheltered_homeless_family_households,unsheltered_chronically_homeless_individuals
AL-503,Huntsville/North Alabama CoC,2019,464.0,340.0,124.0,39.0,94.0,358.0,243.0,115.0,36.0,19.0,10.0,9.0,3.0,377.0,253.0,124.0,39.0,64.0,87.0,87.0,0.0,0.0,30.0
AL-504,Montgomery City & County CoC,2019,330.0,228.0,102.0,25.0,59.0,184.0,140.0,44.0,15.0,89.0,31.0,58.0,10.0,273.0,171.0,102.0,25.0,40.0,57.0,57.0,0.0,0.0,19.0
AL-505,Gadsden/Northeast Alabama CoC,2019,224.0,189.0,35.0,11.0,25.0,64.0,55.0,9.0,3.0,11.0,7.0,4.0,2.0,75.0,62.0,13.0,5.0,1.0,149.0,127.0,22.0,6.0,24.0
AL-506,Tuscaloosa City & County CoC,2019,44.0,27.0,17.0,7.0,0.0,36.0,19.0,17.0,7.0,8.0,8.0,0.0,0.0,44.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
AL-507,Alabama Balance of State CoC,2019,323.0,218.0,105.0,31.0,16.0,113.0,53.0,60.0,18.0,41.0,36.0,5.0,2.0,154.0,89.0,65.0,20.0,8.0,169.0,129.0,40.0,11.0,8.0
AR-500,Little Rock/Central Arkansas CoC,2019,1066.0,906.0,160.0,50.0,289.0,292.0,224.0,68.0,22.0,201.0,131.0,70.0,22.0,493.0,355.0,138.0,44.0,69.0,573.0,551.0,22.0,6.0,220.0
AR-501,Fayetteville/Northwest Arkansas CoC,2019,518.0,439.0,79.0,27.0,120.0,209.0,177.0,32.0,11.0,72.0,46.0,26.0,7.0,281.0,223.0,58.0,18.0,53.0,237.0,216.0,21.0,9.0,67.0
AR-503,Arkansas Balance of State CoC,2019,811.0,736.0,75.0,27.0,169.0,221.0,194.0,27.0,8.0,45.0,38.0,7.0,2.0,266.0,232.0,34.0,10.0,48.0,545.0,504.0,41.0,17.0,121.0
AR-505,Southeast Arkansas CoC,2019,75.0,35.0,40.0,11.0,0.0,68.0,33.0,35.0,9.0,7.0,2.0,5.0,2.0,75.0,35.0,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
AR-508,Fort Smith CoC,2019,247.0,187.0,60.0,17.0,98.0,160.0,110.0,50.0,13.0,27.0,17.0,10.0,4.0,187.0,127.0,60.0,17.0,53.0,60.0,60.0,0.0,0.0,45.0
AZ-500,Arizona Balance of State CoC,2019,2021.0,1575.0,446.0,132.0,515.0,793.0,546.0,247.0,77.0,245.0,136.0,109.0,34.0,1038.0,682.0,356.0,111.0,91.0,983.0,893.0,90.0,21.0,424.0
AZ-501,Tucson/Pima County CoC,2019,1372.0,1015.0,357.0,130.0,345.0,669.0,482.0,187.0,75.0,327.0,157.0,170.0,55.0,1011.0,654.0,357.0,130.0,158.0,361.0,361.0,0.0,0.0,187.0
AZ-502,"Phoenix, Mesa/Maricopa County CoC",2019,6614.0,4948.0,1666.0,483.0,906.0,1975.0,1081.0,894.0,250.0,1406.0,637.0,769.0,232.0,3426.0,1763.0,1663.0,482.0,350.0,3188.0,3185.0,3.0,1.0,556.0
CA-500,San Jose/Santa Clara City & County CoC,2019,9706.0,8785.0,921.0,269.0,2353.0,1080.0,703.0,377.0,118.0,687.0,386.0,301.0,86.0,1784.0,1106.0,678.0,204.0,318.0,7922.0,7679.0,243.0,65.0,2035.0
CA-501,San Francisco CoC,2019,8035.0,7404.0,631.0,208.0,2855.0,2412.0,1987.0,425.0,133.0,425.0,245.0,180.0,63.0,2855.0,2250.0,605.0,196.0,951.0,5180.0,5154.0,26.0,12.0,1904.0
CA-502,"Oakland, Berkeley/Alameda County CoC",2019,8022.0,7498.0,524.0,170.0,2103.0,1163.0,841.0,322.0,106.0,519.0,344.0,175.0,55.0,1710.0,1213.0,497.0,161.0,487.0,6312.0,6285.0,27.0,9.0,1616.0
CA-503,Sacramento City & County CoC,2019,5561.0,4429.0,1132.0,370.0,1412.0,1130.0,799.0,331.0,101.0,531.0,297.0,234.0,74.0,1661.0,1096.0,565.0,175.0,380.0,3900.0,3333.0,567.0,195.0,1032.0
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2019,2951.0,2672.0,279.0,87.0,653.0,728.0,554.0,174.0,53.0,266.0,187.0,79.0,28.0,994.0,741.0,253.0,81.0,123.0,1957.0,1931.0,26.0,6.0,530.0
CA-505,Richmond/Contra Costa County CoC,2019,2295.0,1976.0,319.0,99.0,454.0,518.0,359.0,159.0,50.0,150.0,118.0,32.0,12.0,668.0,477.0,191.0,62.0,127.0,1627.0,1499.0,128.0,37.0,327.0
CA-506,"Salinas/Monterey, San Benito Counties CoC",2019,2704.0,2037.0,667.0,172.0,614.0,364.0,218.0,146.0,43.0,342.0,124.0,218.0,64.0,706.0,342.0,364.0,107.0,81.0,1998.0,1695.0,303.0,65.0,533.0
CA-507,Marin County CoC,2019,1034.0,887.0,147.0,54.0,250.0,172.0,140.0,32.0,13.0,154.0,56.0,98.0,37.0,326.0,196.0,130.0,50.0,84.0,708.0,691.0,17.0,4.0,166.0
CA-508,Watsonville/Santa Cruz City & County CoC,2019,2167.0,1748.0,419.0,122.0,354.0,337.0,209.0,128.0,42.0,130.0,62.0,68.0,21.0,467.0,271.0,196.0,63.0,91.0,1700.0,1477.0,223.0,59.0,263.0
CA-509,Mendocino County CoC,2019,785.0,681.0,104.0,39.0,118.0,80.0,69.0,11.0,5.0,167.0,83.0,84.0,31.0,247.0,152.0,95.0,36.0,46.0,538.0,529.0,9.0,3.0,72.0
CA-510,"Turlock, Modesto/Stanislaus County CoC",2019,1923.0,1514.0,409.0,122.0,260.0,662.0,378.0,284.0,85.0,173.0,121.0,52.0,16.0,835.0,499.0,336.0,101.0,78.0,1088.0,1015.0,73.0,21.0,182.0
CA-511,Stockton/San Joaquin County CoC,2019,2631.0,2102.0,529.0,149.0,704.0,845.0,383.0,462.0,127.0,228.0,171.0,57.0,20.0,1073.0,554.0,519.0,147.0,107.0,1558.0,1548.0,10.0,2.0,597.0
CA-512,Daly/San Mateo County CoC,2019,1512.0,1111.0,401.0,119.0,318.0,266.0,198.0,68.0,21.0,345.0,74.0,271.0,82.0,611.0,272.0,339.0,103.0,66.0,901.0,839.0,62.0,16.0,252.0
CA-513,"Visalia/Kings, Tulare Counties CoC",2019,1064.0,929.0,135.0,41.0,304.0,158.0,97.0,61.0,22.0,131.0,91.0,40.0,10.0,289.0,188.0,101.0,32.0,10.0,775.0,741.0,34.0,9.0,294.0
CA-514,Fresno City & County/Madera County CoC,2019,2508.0,2267.0,241.0,81.0,692.0,353.0,167.0,186.0,63.0,86.0,47.0,39.0,14.0,439.0,214.0,225.0,77.0,23.0,2069.0,2053.0,16.0,4.0,669.0
CA-515,Rocklin/Roseville/Placer County CoC,2019,617.0,493.0,124.0,42.0,216.0,224.0,165.0,59.0,19.0,97.0,37.0,60.0,21.0,321.0,202.0,119.0,40.0,89.0,296.0,291.0,5.0,2.0,127.0
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2019,1349.0,1144.0,205.0,53.0,304.0,338.0,228.0,110.0,29.0,205.0,135.0,70.0,16.0,543.0,363.0,180.0,45.0,48.0,806.0,781.0,25.0,8.0,256.0
CA-517,Napa City & County CoC,2019,322.0,270.0,52.0,15.0,144.0,132.0,119.0,13.0,4.0,40.0,6.0,34.0,10.0,172.0,125.0,47.0,14.0,71.0,150.0,145.0,5.0,1.0,73.0
CA-518,Vallejo/Solano County CoC,2019,1151.0,1072.0,79.0,30.0,169.0,138.0,98.0,40.0,14.0,81.0,50.0,31.0,13.0,219.0,148.0,71.0,27.0,30.0,932.0,924.0,8.0,3.0,139.0
CA-519,"Chico, Paradise/Butte County CoC",2019,1266.0,1067.0,199.0,56.0,227.0,286.0,180.0,106.0,32.0,142.0,67.0,75.0,19.0,428.0,247.0,181.0,51.0,44.0,838.0,820.0,18.0,5.0,183.0
CA-520,Merced City & County CoC,2019,608.0,419.0,189.0,54.0,174.0,229.0,53.0,176.0,50.0,91.0,91.0,0.0,0.0,320.0,144.0,176.0,50.0,45.0,288.0,275.0,13.0,4.0,129.0
CA-521,"Davis, Woodland/Yolo County CoC",2019,655.0,521.0,134.0,37.0,163.0,212.0,101.0,111.0,28.0,46.0,23.0,23.0,9.0,258.0,124.0,134.0,37.0,28.0,397.0,397.0,0.0,0.0,135.0
CA-522,Humboldt County CoC,2019,1702.0,1578.0,124.0,38.0,454.0,234.0,150.0,84.0,25.0,66.0,40.0,26.0,10.0,300.0,190.0,110.0,35.0,65.0,1402.0,1388.0,14.0,3.0,389.0
CA-523,"Colusa, Glenn, Trinity Counties CoC",2019,192.0,136.0,56.0,13.0,42.0,14.0,2.0,12.0,4.0,28.0,1.0,27.0,5.0,42.0,3.0,39.0,9.0,0.0,150.0,133.0,17.0,4.0,42.0
CA-524,Yuba City & County/Sutter County CoC,2019,721.0,545.0,176.0,56.0,206.0,202.0,105.0,97.0,31.0,0.0,0.0,0.0,0.0,202.0,105.0,97.0,31.0,22.0,519.0,440.0,79.0,25.0,184.0
CA-525,El Dorado County CoC,2019,613.0,536.0,77.0,20.0,111.0,75.0,69.0,6.0,3.0,58.0,45.0,13.0,4.0,133.0,114.0,19.0,7.0,6.0,480.0,422.0,58.0,13.0,105.0
CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",2019,845.0,663.0,182.0,51.0,227.0,110.0,42.0,68.0,21.0,48.0,14.0,34.0,8.0,158.0,56.0,102.0,29.0,9.0,687.0,607.0,80.0,22.0,218.0
CA-527,Tehama County CoC,2019,288.0,231.0,57.0,19.0,123.0,47.0,36.0,11.0,4.0,26.0,7.0,19.0,7.0,73.0,43.0,30.0,11.0,20.0,215.0,188.0,27.0,8.0,103.0
CA-529,Lake County CoC,2019,408.0,345.0,63.0,18.0,221.0,13.0,10.0,3.0,1.0,13.0,0.0,13.0,5.0,26.0,10.0,16.0,6.0,3.0,382.0,335.0,47.0,12.0,218.0
CA-530,"Alpine, Inyo, Mono Counties CoC",2019,214.0,198.0,16.0,6.0,79.0,11.0,7.0,4.0,2.0,6.0,2.0,4.0,1.0,17.0,9.0,8.0,3.0,0.0,197.0,189.0,8.0,3.0,79.0
CA-531,Nevada County CoC,2019,415.0,342.0,73.0,27.0,111.0,127.0,92.0,35.0,13.0,37.0,27.0,10.0,4.0,164.0,119.0,45.0,17.0,26.0,251.0,223.0,28.0,10.0,85.0
CA-600,Los Angeles City & County CoC,2019,56257.0,47810.0,8447.0,2755.0,14906.0,10834.0,5051.0,5783.0,1822.0,2837.0,1800.0,1037.0,377.0,13786.0,6966.0,6820.0,2199.0,1328.0,42471.0,40844.0,1627.0,556.0,13578.0
CA-601,San Diego City and County CoC,2019,8102.0,6683.0,1419.0,461.0,1583.0,2004.0,1482.0,522.0,157.0,1558.0,879.0,679.0,218.0,3626.0,2425.0,1201.0,375.0,666.0,4476.0,4258.0,218.0,86.0,917.0
CA-602,"Santa Ana, Anaheim/Orange County CoC",2019,6860.0,5310.0,1550.0,466.0,2471.0,2011.0,1560.0,451.0,133.0,888.0,185.0,703.0,223.0,2899.0,1745.0,1154.0,356.0,557.0,3961.0,3565.0,396.0,110.0,1914.0
CA-603,Santa Maria/Santa Barbara County CoC,2019,1803.0,1435.0,368.0,115.0,401.0,499.0,282.0,217.0,65.0,171.0,62.0,109.0,36.0,670.0,344.0,326.0,101.0,110.0,1133.0,1091.0,42.0,14.0,291.0
CA-604,Bakersfield/Kern County CoC,2019,1330.0,1118.0,212.0,66.0,64.0,390.0,239.0,151.0,47.0,135.0,109.0,26.0,5.0,525.0,348.0,177.0,52.0,12.0,805.0,770.0,35.0,14.0,52.0
CA-606,Long Beach CoC,2019,1894.0,1700.0,194.0,61.0,624.0,321.0,227.0,94.0,29.0,298.0,244.0,54.0,19.0,619.0,471.0,148.0,48.0,74.0,1275.0,1229.0,46.0,13.0,550.0
CA-607,Pasadena CoC,2019,542.0,465.0,77.0,23.0,264.0,183.0,140.0,43.0,13.0,38.0,4.0,34.0,10.0,221.0,144.0,77.0,23.0,98.0,321.0,321.0,0.0,0.0,166.0
CA-608,Riverside City & County CoC,2019,2811.0,2522.0,289.0,82.0,786.0,723.0,449.0,274.0,76.0,43.0,41.0,2.0,1.0,766.0,490.0,276.0,77.0,59.0,2045.0,2032.0,13.0,5.0,727.0
CA-609,San Bernardino City & County CoC,2019,2607.0,2119.0,488.0,150.0,723.0,440.0,178.0,262.0,73.0,230.0,91.0,139.0,43.0,687.0,286.0,401.0,116.0,44.0,1920.0,1833.0,87.0,34.0,679.0
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2019,1669.0,1472.0,197.0,65.0,318.0,230.0,181.0,49.0,19.0,170.0,40.0,130.0,40.0,411.0,232.0,179.0,59.0,13.0,1258.0,1240.0,18.0,6.0,305.0
CA-612,Glendale CoC,2019,243.0,162.0,81.0,30.0,60.0,55.0,30.0,25.0,9.0,41.0,0.0,41.0,16.0,96.0,30.0,66.0,25.0,17.0,147.0,132.0,15.0,5.0,43.0
CA-613,Imperial County CoC,2019,1413.0,1120.0,293.0,66.0,399.0,83.0,55.0,28.0,9.0,105.0,41.0,64.0,21.0,188.0,96.0,92.0,30.0,0.0,1225.0,1024.0,201.0,36.0,399.0
CA-614,San Luis Obispo County CoC,2019,1483.0,1261.0,222.0,67.0,261.0,290.0,173.0,117.0,37.0,21.0,0.0,21.0,9.0,311.0,173.0,138.0,46.0,27.0,1172.0,1088.0,84.0,21.0,234.0
CO-500,Colorado Balance of State CoC,2019,2302.0,1783.0,519.0,153.0,665.0,1043.0,841.0,202.0,60.0,461.0,244.0,217.0,65.0,1504.0,1085.0,419.0,125.0,266.0,798.0,698.0,100.0,28.0,399.0
CO-503,Metropolitan Denver CoC,2019,5755.0,4353.0,1402.0,429.0,1124.0,3096.0,2696.0,400.0,115.0,1678.0,694.0,984.0,307.0,4809.0,3425.0,1384.0,422.0,799.0,946.0,928.0,18.0,7.0,325.0
CO-504,Colorado Springs/El Paso County CoC,2019,1562.0,1127.0,435.0,137.0,317.0,679.0,561.0,118.0,40.0,439.0,157.0,282.0,87.0,1118.0,718.0,400.0,127.0,146.0,444.0,409.0,35.0,10.0,171.0
CT-503,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",2019,771.0,474.0,297.0,102.0,56.0,506.0,302.0,204.0,66.0,167.0,76.0,91.0,35.0,673.0,378.0,295.0,101.0,32.0,98.0,96.0,2.0,1.0,24.0
CT-505,Connecticut Balance of State CoC,2019,2262.0,1626.0,636.0,203.0,146.0,1610.0,1081.0,529.0,166.0,289.0,184.0,105.0,36.0,1904.0,1270.0,634.0,202.0,97.0,358.0,356.0,2.0,1.0,49.0
DC-500,District of Columbia CoC,2019,6521.0,3875.0,2646.0,815.0,1374.0,4679.0,2520.0,2159.0,635.0,1234.0,747.0,487.0,180.0,5913.0,3267.0,2646.0,815.0,1063.0,608.0,608.0,0.0,0.0,311.0
DE-500,Delaware Statewide CoC,2019,921.0,565.0,356.0,116.0,119.0,606.0,376.0,230.0,73.0,220.0,113.0,107.0,38.0,826.0,489.0,337.0,111.0,86.0,95.0,76.0,19.0,5.0,33.0
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2019,1135.0,975.0,160.0,45.0,241.0,488.0,410.0,78.0,25.0,247.0,174.0,73.0,16.0,735.0,584.0,151.0,41.0,84.0,400.0,391.0,9.0,4.0,157.0
FL-501,Tampa/Hillsborough County CoC,2019,1650.0,1194.0,456.0,118.0,260.0,675.0,373.0,302.0,79.0,289.0,135.0,154.0,39.0,978.0,522.0,456.0,118.0,51.0,672.0,672.0,0.0,0.0,209.0
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2019,2415.0,2034.0,381.0,127.0,718.0,1179.0,887.0,292.0,94.0,326.0,246.0,80.0,31.0,1581.0,1209.0,372.0,125.0,220.0,834.0,825.0,9.0,2.0,498.0
FL-503,"Lakeland, Winterhaven/Polk County CoC",2019,563.0,374.0,189.0,59.0,77.0,233.0,151.0,82.0,27.0,216.0,109.0,107.0,32.0,449.0,260.0,189.0,59.0,31.0,114.0,114.0,0.0,0.0,46.0
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2019,875.0,574.0,301.0,96.0,78.0,188.0,25.0,163.0,52.0,166.0,64.0,102.0,32.0,368.0,103.0,265.0,84.0,10.0,507.0,471.0,36.0,12.0,68.0
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2019,399.0,319.0,80.0,24.0,215.0,165.0,114.0,51.0,14.0,0.0,0.0,0.0,0.0,165.0,114.0,51.0,14.0,53.0,234.0,205.0,29.0,10.0,162.0
FL-506,Tallahassee/Leon County CoC,2019,966.0,751.0,215.0,65.0,147.0,593.0,417.0,176.0,51.0,282.0,252.0,30.0,11.0,875.0,669.0,206.0,62.0,96.0,91.0,82.0,9.0,3.0,51.0
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2019,2010.0,1265.0,745.0,239.0,353.0,1180.0,631.0,549.0,161.0,494.0,301.0,193.0,77.0,1674.0,932.0,742.0,238.0,190.0,336.0,333.0,3.0,1.0,163.0
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2019,804.0,675.0,129.0,37.0,247.0,251.0,148.0,103.0,30.0,55.0,50.0,5.0,1.0,306.0,198.0,108.0,31.0,18.0,498.0,477.0,21.0,6.0,229.0
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2019,1499.0,754.0,745.0,259.0,51.0,91.0,22.0,69.0,21.0,63.0,30.0,33.0,12.0,154.0,52.0,102.0,33.0,0.0,1345.0,702.0,643.0,226.0,51.0
FL-510,"Jacksonville-Duval, Clay Counties CoC",2019,1654.0,1365.0,289.0,90.0,285.0,707.0,446.0,261.0,80.0,439.0,411.0,28.0,10.0,1146.0,857.0,289.0,90.0,154.0,508.0,508.0,0.0,0.0,131.0
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",2019,518.0,473.0,45.0,14.0,47.0,220.0,189.0,31.0,10.0,121.0,115.0,6.0,1.0,341.0,304.0,37.0,11.0,7.0,177.0,169.0,8.0,3.0,40.0
FL-512,St. Johns County CoC,2019,356.0,236.0,120.0,31.0,14.0,87.0,46.0,41.0,12.0,69.0,6.0,63.0,15.0,156.0,52.0,104.0,27.0,5.0,200.0,184.0,16.0,4.0,9.0
FL-513,"Palm Bay, Melbourne/Brevard County CoC",2019,815.0,604.0,211.0,70.0,195.0,72.0,36.0,36.0,12.0,346.0,194.0,152.0,51.0,418.0,230.0,188.0,63.0,14.0,397.0,374.0,23.0,7.0,181.0
FL-514,Ocala/Marion County CoC,2019,475.0,365.0,110.0,29.0,144.0,170.0,103.0,67.0,17.0,126.0,85.0,41.0,11.0,296.0,188.0,108.0,28.0,41.0,179.0,177.0,2.0,1.0,103.0
FL-515,"Panama City/Bay, Jackson Counties CoC",2019,488.0,454.0,34.0,12.0,34.0,78.0,69.0,9.0,3.0,55.0,47.0,8.0,3.0,133.0,116.0,17.0,6.0,1.0,355.0,338.0,17.0,6.0,33.0
FL-517,"Hendry, Hardee, Highlands Counties CoC",2019,398.0,242.0,156.0,36.0,179.0,14.0,0.0,14.0,7.0,34.0,0.0,34.0,10.0,48.0,0.0,48.0,17.0,0.0,350.0,242.0,108.0,19.0,179.0
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",2019,538.0,454.0,84.0,34.0,41.0,93.0,38.0,55.0,23.0,20.0,20.0,0.0,0.0,113.0,58.0,55.0,23.0,0.0,425.0,396.0,29.0,11.0,41.0
FL-519,Pasco County CoC,2019,894.0,685.0,209.0,70.0,186.0,125.0,33.0,92.0,38.0,81.0,41.0,40.0,11.0,206.0,74.0,132.0,49.0,15.0,688.0,611.0,77.0,21.0,171.0
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",2019,677.0,499.0,178.0,56.0,68.0,110.0,41.0,69.0,20.0,236.0,143.0,93.0,31.0,346.0,184.0,162.0,51.0,2.0,331.0,315.0,16.0,5.0,66.0
FL-600,Miami-Dade County CoC,2019,3472.0,2312.0,1160.0,327.0,321.0,1830.0,930.0,900.0,259.0,597.0,337.0,260.0,68.0,2464.0,1304.0,1160.0,327.0,195.0,1008.0,1008.0,0.0,0.0,126.0
FL-601,Ft Lauderdale/Broward County CoC,2019,2803.0,2341.0,462.0,144.0,856.0,896.0,646.0,250.0,78.0,524.0,340.0,184.0,58.0,1453.0,1019.0,434.0,136.0,201.0,1350.0,1322.0,28.0,8.0,655.0
FL-602,Punta Gorda/Charlotte County CoC,2019,156.0,131.0,25.0,7.0,48.0,65.0,40.0,25.0,7.0,24.0,24.0,0.0,0.0,89.0,64.0,25.0,7.0,16.0,67.0,67.0,0.0,0.0,32.0
FL-603,"Ft Myers, Cape Coral/Lee County CoC",2019,372.0,257.0,115.0,30.0,86.0,195.0,117.0,78.0,21.0,15.0,12.0,3.0,1.0,210.0,129.0,81.0,22.0,18.0,162.0,128.0,34.0,8.0,68.0
FL-604,Monroe County CoC,2019,501.0,469.0,32.0,12.0,36.0,191.0,176.0,15.0,6.0,101.0,91.0,10.0,4.0,292.0,267.0,25.0,10.0,7.0,209.0,202.0,7.0,2.0,29.0
FL-605,West Palm Beach/Palm Beach County CoC,2019,1397.0,1133.0,264.0,86.0,215.0,349.0,123.0,226.0,72.0,108.0,87.0,21.0,8.0,457.0,210.0,247.0,80.0,17.0,940.0,923.0,17.0,6.0,198.0
FL-606,Naples/Collier County CoC,2019,498.0,330.0,168.0,54.0,39.0,220.0,142.0,78.0,26.0,179.0,112.0,67.0,23.0,399.0,254.0,145.0,49.0,10.0,99.0,76.0,23.0,5.0,29.0
GA-500,Atlanta CoC,2019,3217.0,2718.0,499.0,154.0,364.0,1656.0,1251.0,405.0,124.0,842.0,750.0,92.0,29.0,2498.0,2001.0,497.0,153.0,171.0,719.0,717.0,2.0,1.0,193.0
GA-501,Georgia Balance of State CoC,2019,4183.0,2960.0,1223.0,425.0,284.0,1265.0,604.0,661.0,230.0,656.0,195.0,461.0,157.0,1921.0,799.0,1122.0,387.0,99.0,2262.0,2161.0,101.0,38.0,185.0
GA-502,Fulton County CoC,2019,632.0,400.0,232.0,66.0,68.0,440.0,259.0,181.0,48.0,116.0,71.0,45.0,16.0,556.0,330.0,226.0,64.0,42.0,76.0,70.0,6.0,2.0,26.0
GA-503,Athens-Clarke County CoC,2019,237.0,161.0,76.0,20.0,36.0,182.0,106.0,76.0,20.0,0.0,0.0,0.0,0.0,182.0,106.0,76.0,20.0,7.0,55.0,55.0,0.0,0.0,29.0
GA-504,Augusta-Richmond County CoC,2019,384.0,312.0,72.0,23.0,33.0,216.0,167.0,49.0,17.0,7.0,0.0,7.0,2.0,223.0,167.0,56.0,19.0,23.0,161.0,145.0,16.0,4.0,10.0
GA-505,Columbus-Muscogee CoC,2019,278.0,217.0,61.0,15.0,20.0,193.0,132.0,61.0,15.0,33.0,33.0,0.0,0.0,226.0,165.0,61.0,15.0,6.0,52.0,52.0,0.0,0.0,14.0
GA-506,Marietta/Cobb County CoC,2019,451.0,306.0,145.0,45.0,58.0,178.0,101.0,77.0,25.0,146.0,89.0,57.0,16.0,324.0,190.0,134.0,41.0,11.0,127.0,116.0,11.0,4.0,47.0
GA-507,Savannah/Chatham County CoC,2019,686.0,578.0,108.0,34.0,182.0,231.0,162.0,69.0,20.0,224.0,185.0,39.0,14.0,455.0,347.0,108.0,34.0,66.0,231.0,231.0,0.0,0.0,116.0
GA-508,DeKalb County CoC,2019,375.0,261.0,114.0,33.0,36.0,102.0,27.0,75.0,22.0,76.0,37.0,39.0,11.0,178.0,64.0,114.0,33.0,4.0,197.0,197.0,0.0,0.0,32.0
GU-500,Guam CoC,2019,875.0,258.0,617.0,112.0,26.0,102.0,23.0,79.0,20.0,9.0,5.0,4.0,1.0,111.0,28.0,83.0,21.0,0.0,764.0,230.0,534.0,91.0,26.0
HI-500,Hawaii Balance of State CoC,2019,1995.0,1324.0,671.0,214.0,550.0,473.0,185.0,288.0,78.0,285.0,66.0,219.0,93.0,758.0,251.0,507.0,171.0,37.0,1237.0,1073.0,164.0,43.0,513.0
HI-501,Honolulu City and County CoC,2019,4417.0,3096.0,1321.0,325.0,1042.0,1114.0,664.0,450.0,111.0,900.0,319.0,581.0,143.0,2014.0,983.0,1031.0,254.0,189.0,2403.0,2113.0,290.0,71.0,853.0
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",2019,255.0,162.0,93.0,27.0,21.0,170.0,143.0,27.0,7.0,78.0,12.0,66.0,20.0,248.0,155.0,93.0,27.0,19.0,7.0,7.0,0.0,0.0,2.0
IA-501,Iowa Balance of State CoC,2019,1379.0,854.0,525.0,161.0,185.0,810.0,533.0,277.0,84.0,470.0,229.0,241.0,74.0,1290.0,772.0,518.0,158.0,169.0,89.0,82.0,7.0,3.0,16.0
IA-502,Des Moines/Polk County CoC,2019,681.0,558.0,123.0,39.0,95.0,394.0,302.0,92.0,28.0,181.0,150.0,31.0,11.0,589.0,466.0,123.0,39.0,51.0,92.0,92.0,0.0,0.0,44.0
ID-500,Boise/Ada County CoC,2019,713.0,568.0,145.0,48.0,186.0,534.0,417.0,117.0,40.0,118.0,90.0,28.0,8.0,652.0,507.0,145.0,48.0,152.0,61.0,61.0,0.0,0.0,34.0
ID-501,Idaho Balance of State CoC,2019,1602.0,948.0,654.0,195.0,170.0,465.0,286.0,179.0,55.0,213.0,38.0,175.0,58.0,678.0,324.0,354.0,113.0,34.0,924.0,624.0,300.0,82.0,136.0
IL-500,McHenry County CoC,2019,159.0,93.0,66.0,13.0,16.0,65.0,65.0,0.0,0.0,93.0,27.0,66.0,13.0,158.0,92.0,66.0,13.0,15.0,1.0,1.0,0.0,0.0,1.0
IL-501,"Rockford/Winnebago, Boone Counties CoC",2019,403.0,257.0,146.0,50.0,28.0,261.0,177.0,84.0,26.0,97.0,35.0,62.0,24.0,358.0,212.0,146.0,50.0,18.0,45.0,45.0,0.0,0.0,10.0
IL-502,"Waukegan, North Chicago/Lake County CoC",2019,252.0,157.0,95.0,26.0,25.0,136.0,90.0,46.0,11.0,84.0,35.0,49.0,15.0,220.0,125.0,95.0,26.0,18.0,32.0,32.0,0.0,0.0,7.0
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",2019,151.0,81.0,70.0,19.0,10.0,103.0,63.0,40.0,10.0,46.0,16.0,30.0,9.0,149.0,79.0,70.0,19.0,8.0,2.0,2.0,0.0,0.0,2.0
IL-504,Madison County CoC,2019,101.0,57.0,44.0,14.0,4.0,69.0,37.0,32.0,11.0,0.0,0.0,0.0,0.0,69.0,37.0,32.0,11.0,2.0,32.0,20.0,12.0,3.0,2.0
IL-506,"Joliet, Bolingbrook/Will County CoC",2019,278.0,187.0,91.0,27.0,18.0,133.0,101.0,32.0,11.0,96.0,37.0,59.0,16.0,235.0,144.0,91.0,27.0,10.0,43.0,43.0,0.0,0.0,8.0
